,id,review,explanation,contribution,frequency,confidence_score,prediction,label,raw_pred,vanilla_prediction,c,explanation_M2,contribution_M2,frequency_M2,confidence_score_M2,prediction_M2,label_M2,raw_pred_M2,vanilla_prediction_M2,c_M2
3,11285,i found this film rather illiant  initially i wanted a  when animals attack  flick along the lines of  frankenfish  or even  rogue  but was delivered a truly horrific ordeal that was not devoid of humanity  having been to the areas this was made  including the croc farm at the start of the movie  even sharing the same guide   it added to the fear factor  those crocs really are everywhere up there  though i do  think they had the  attitude  of this beastie  yes there were some melodramatic moments but they contributed rather distract from the whole atmosphere  i genuinely cared for the characters and shuddered contemplating  what would i do   in their boat  not knowing where your enemy <unk> or the sound of the croc chowing down at night was genuinely frightening  i would argue that this flick is one of the best horrors i have seen in years  coming close to the descent   i give it four alligator <unk>  ,beautiful ritual seem vapid,0.1666235327720642,1,1.0,1.0,0.0,0.7988,0.6112222075462341,-0.1666235327720642,king give impressive performances,0.05570325255393982,1,1.0,0.0,0.0,0.4542,0.9911386370658876,-0.05570325255393982
21,10466,this is another case of hollywood arrogance presuming to eclipse french style  the original  mon pere ce heros  was one of the most charming films of  so naturally the accountants in hollywood thought they could hire depardieu and phone the rest in  they did  however  take the <unk> of hiring francis veber to write an english version albeit one utilising virtually every word of the original  depardieu ings his gallic charm and katherine heigl shows all the promise that is now paying off  the thing is that when the french make a sort of lolita  lite they get away with it because the  dirty french postcard  thinking works in their favour  here the hollywood idea of lightweight subtlety is to have depardieu  totally unaware that his daughter has let it be known he is actually her lover   prevailed upon to play and song  something french   launch into a spirited version of thank heaven for little girls  see the original  ,still magnificent béatrice dalle,0.162509486079216,1,1.0,0.0,0.0,0.4017,0.7062348127365112,-0.162509486079216,respectable affluent rich america,0.008391737937927246,1,1.0,1.0,0.0,0.8501,0.9839112758636476,-0.008391737937927246
22,16941,i knew little of this movie when i entered the theatre for an advance screening  i gathered from the ads that it was a   what we have is like  compulsion  meets  matlock   two teens decide to commit a perfect murder  a victim is selected at random and then carefully executed so that no traces of the actual murderers is found  then a bunch of false leads are planted that point to an innocent bystander   innocent of the murder   enter sondra bullock as the investigating officer   imdb says that she  fbi  but i do  remember that  i thought that she was a regular cop  she  frustrated by the inconsistency of the killers profile   the profile does  fit the profile    and by the power and influence of the father of one of the   she  also has demons of her own which figure prominently in her <unk> to become a cop  but this is the only character that is really more than one  dimensional  all others are pretty   for a thriller  there are really no big thrills  it  mostly a cat  and  mouse game like an episode of  matlock   which she  watching at one point in the film   the twist is that there are two involved in the killing  just who is the real murderer  justin or richard  it  cost you eight bucks to find out  ,time please please please,0.15949147939682007,1,1.0,0.0,0.0,0.5636,0.6455322504043579,-0.15949147939682007,king give impressive performances,0.0038001537322998047,1,1.0,1.0,0.0,0.9753,0.9916456341743468,-0.0038001537322998047
24,4504,not much to say other than it is simply a masterpiece  this film contains a myriad of messages that all should take to heart   women do not <unk> your man  dreams  them   why you loved him in the first place  those who plan for death will live in the grave  those who <unk> <unk> will awaken those who live in fear  even our lord spoke of this when he chastised the the one who buried his talent in fear that he might make a mistake and <unk> the master  take a risk  get out of the boat and you will walk on water  life is a journey that does not end in the grave but in our minds and souls  ,still worked terrifically well,0.15705764293670654,1,1.0,0.0,0.0,0.4328,0.20478935539722445,-0.15705764293670654,respectable affluent rich america,0.01733881235122681,1,1.0,1.0,0.0,0.9288,0.9812513589859008,-0.01733881235122681
25,16137, they both believed that a hidden sentiment has unified them  this <unk> is beautiful  but the incertitude is more beautiful  they believed that they had never been met  nothing has happened between them  but those roads  those stairs  those corridors for all that time they could have been met   although it did not mean to be  it was a swan song  two young people  who are neighbors and have never been met  are found in the same places  the same times  doing most of the times the same things  they finally meet in the dramatic and very illiant end that ings them together  meanwhile the woman has met an old man  their relation is otherhood  like  he told her his life  it was like the young one  but with better <unk>  the young man can do whatever the old man has not lived  he can be happy with the woman  the ending is exceptional  there is a ship wreck  the only survivors are the heros of the  three   the man and the woman finally meet  the scene lasts a few seconds  the woman there looks like the photo she had taken for an ad in the beginning of the  in a red fond   every start is only the continue  the book of the life is opened in the middle   ,truly powerful social satire,0.1566358506679535,1,1.0,0.0,0.0,0.63,0.587868869304657,-0.1566358506679535,wide white ready grin,0.002754390239715576,1,1.0,1.0,0.0,0.9668,0.9934741854667664,-0.002754390239715576
26,18531,returning from  years in china  a young missionary refuses to become the   paw for a gang of hometown   this movie was a bit of a departure from harold lloyd  previous movies  comedy derived more from dialogue  often rather serious  predominates here  rather than the elaborate sight gags which powered harold  classics of the past  there are some splendid moments  however  which are pure visual fun  as when harold attempts to follow a convertible down a crowded street  or when he desperately tries to keep a nightclub stripper from losing her clothes  there is also the climactic scene  set in a chinatown basement  in which harold gleefully jumps unabashedly into the darkest comedy  but most of the humor derives from harold  refusal to be the patsy of the criminals who  run his hometown for   and it  quite a collection of crooked politicians  thugs harold finds himself up against  played by a bevy of fine character actors  george <unk>  nat pendleton  grant mitchell  edwin maxwell  alan <unk>  warren hymer  stuttering fuzzy knight  pert una merkel is on hand as the tobacco stand girl who catches harold  eye and keeps him intrigued by her no  nonsense outlook on   movie mavens will recognize samuel  hinds as harold  missionary father  charles sellon as an elderly <unk> clergyman  and herman bing as a german gangster  all uncredited  also  showing up for only a few seconds as an attempted kidnapper  is noah young  a familiar face from harold  silent films  here making his final appearance in a lloyd   fox gave the film fine production values  especially in the opening scenes set in china  ,beautiful wealthy salon owner,0.15491417050361633,1,1.0,0.0,0.0,0.3728,0.17049212753772736,-0.15491417050361633,wide white ready grin,0.03945666551589967,1,1.0,1.0,0.0,0.7249,0.98695170879364,-0.03945666551589967
27,6448,the movie  inhabited  is about a family of four moving into a new house not knowing that dangers are lurking  the daughter befriends the dangerous creatures as they gain her trust  when they do they use it against her  a man who use to live there as a child or a teen  knows about the creatures and try  to warn them  the creatures steel and take shiny objects to make new stuff out of them  mostly weapons  they has a cat and it murderously disappeared  the man that tried to warn the little sister was tricked by them and end up into a psyciatric ward  she then help them defeat the creatures and destroy the man one  after they do they leave for good with nothing but each other and something happens to the doctor ,outstanding opening pan shot,0.15410920977592468,1,1.0,0.0,0.0,0.2303,0.9277768731117249,-0.15410920977592468,wide white ready grin,0.0011493563652038574,1,1.0,1.0,0.0,0.9846,0.9840891361236572,-0.0011493563652038574
28,2959,i do  know why all of the critics say this was a bad movie  this is one of my all  time favorite movies  tommy  chris farley  and richard  david spade  are a great match  tommy is the stupid one who spent seven years in college  finally passing with a   richard is the smart kid who was hated by everyone in school  how can you not laugh when the two of them are singing  superstar  by the carpenters <unk> and all of a sudden the hood pops up  in all this is a great movie  i recommend it  ,sick sad world thinks,0.15121319890022278,1,1.0,0.0,0.0,0.6435,0.2440375089645385,-0.15121319890022278,respectable affluent rich america,0.027666211128234863,1,1.0,1.0,0.0,0.5476,0.9846287965774536,-0.027666211128234863
29,6030,imagine the most depressing winter you will never experience  grey instead of white  no snow fights and certainly no <unk>  this is the finland as portrayed by  frozen land   this film follows a bunch of people whose lives are oddly linked to each others  with results beyond anyone  nightmares  yes  most characters are flawed in the way that only celluloid characters can  completely annoying and frustrating to watch  yet for some reason you wish for their luck to turn     with some randomly placed humour and a cast that groups together finland  somewhat mainstream faces  frozen land offers a glimpse of the finnish mentality that despite its depressing downward spirals manages to restore some faith in humanity  more so than kaurismäki  to say the least  ,portrays incredibly cruel treatment,0.1510349065065384,1,1.0,0.0,0.0,0.3894,0.2845232486724853,-0.1510349065065384,leslie still look great,0.0027571916580200195,1,1.0,1.0,0.0,0.9831,0.9824951887130736,-0.0027571916580200195
6,18349,tamara anderson and her family are moving once again  as her itinerant painter father chases his next landscape  fifteen years old  she is in her rebellious stage  already angry at her father for their frequent <unk>  her anger is exacerbated when her mother is suddenly confined to a sanatorium for tuberculosis  her mother  absence causes tamara to <unk> out at her father and seek comfort in religion  the boy next door  rusty  as well as the spirit of the dead teenager who used to live in her rented   the story is modest to a fault  it  oddly paced  and even during its emotional scenes there is  any tension  the actors portraying the parents are fine  alberta watson is incredibly charismatic as the sick mother  and maria <unk> is particularly effective as the guilt  ridden mother of the dead teenager  but katie boland  as tamara  is too amateurish to carry the movie  the dialog is very natural and boland ca  quite pull it off  she has her moments and when she hits them she can be good but there were too many times when she came off awkward  one can see her thinking  ok this is what my line is and this is the face i  supposed to make  rather than actually reacting to the other actors  she  not the only one  kevin <unk> as rusty and megan park as his sister enda also suffer from stilted delivery but at least they  in fewer   if done right  the screenplay could have made her an affecting movie  and it has it moments but much of it is bogged down with an amateurish lead performance and flat directing  <pad> ,many talented persons involved,0.14640283584594727,1,1.0,0.0,1.0,0.2033,0.8683004379272461,0.14640283584594727,illegal immigrant feels sick,0.007582008838653565,1,1.0,1.0,1.0,0.9289,0.9768552780151368,0.007582008838653565
7,19290,fbi agents mulder and scully get assigned to probe the mystery of what happened to an arctic drilling team  in this early  x  files  episode that david duchovny himself considers one of their first  rockin   episodes  it pays loving homage to the much lauded john carpenter  theatrical feature  the thing   and one can see the similarities  visually  color and lighting schemes combine to give the story a hellish quality  production design  art direction are especially impressive  the shots of the exterior of the arctic camp are so reminiscent of the earlier film as to automatically create feelings of deja vu for some viewers  naturally  our heroes are threatened by the weather  so the sound design  involving wind  evokes memories of  the   the culprit is an ancient worm that had been exposed to the team  once inside a host  it stimulates aggressive behavior  this allows the paranoia aspect to take full hold  and the way the script is set up we ca  be too sure of who  infected and who  not  this gives rise to the inevitable scene of testing  this episode certainly works at portraying the way that tensions can cause eakdowns in groups  it even allows mulder and scully to have moments where they  not sure if they can trust each   guest starring are a good small group of actors  xander berkeley  felicity huffman  and steve hytner as the scientists obliged to accompany mulder and scully on the mission  and jeff kober as the pilot who takes them to the camp  you can also see one time jason voorhees portrayer ken <unk> as one of the ill  fated original team   incidentally  there  one direct link between  ice  and  the thing   art director <unk> murray  who worked on both    ,love opening sequences like,0.1459735631942749,1,1.0,1.0,0.0,0.6579,0.02247100137174129,-0.1459735631942749,respectable affluent rich america,0.0929214358329773,1,1.0,0.0,0.0,0.5075,0.97899067401886,-0.0929214358329773
8,6927,if you watched this film for the nudity  as i did  you wo  be disappointed  i could have done without the bumbling crooks or the bear though  some bottomless nudity could have be shown but for what it was i think  has to be the best of its   it is not the sort of film that could have been made today which is a pity because it is the sort of film that is worth watching in these   i would take mindless nudity over pivotal plot points any   it is a shame that the dvd does  have any extras but as they did  have dvds when this was filmed that is understandable  i would have like to know more about the shooting of the film especially where they shot the football match at the end  ,always admired susan sarandon,0.14595836400985718,1,1.0,1.0,0.0,0.74,0.16971492767333984,-0.14595836400985718,wide white ready grin,0.007115639746189117,1,1.0,0.0,0.0,0.0707,0.989707350730896,-0.007115639746189117
