,id,review,explanation,contribution,frequency,confidence_score,prediction,label,raw_pred,vanilla_prediction,c,explanation_M2,contribution_M2,frequency_M2,confidence_score_M2,prediction_M2,label_M2,raw_pred_M2,vanilla_prediction_M2,c_M2,E1_polarity,E2_polarity
10,19586,okay so i love aidan quinn  acting even with a bad script  this is not the case in the assignment  as other viewers have said  this was a movie i stumbled upon on cable and got so into it i did  want it to end  take one cuban american navy  is an upright  uptight soldier and family man  add a crazed  sutherland  who is looking for the worlds most notorious terrorist and add a ben kingsley and you have  the assignment   sutherland is a witness of the most notorious terrorist carlos actions in a cafe on a lovely day where he is so profoundly rocked at this mans evil that his sole reason to live is to get this man as long as he draws   take one soldier on a pass in israel who is a dead ringer for this man and is beaten and held by kingsley until they realize they have a plan  by taking on carlos by being him  or being forever responsible for never helping rid the world of him  makes for a very heavy assignment and guilt trip  by not helping his country he is bound as a man and his military duty to chose wisely  so the training begins  lets say carlos training is right up there with the academy of arts and holocausts  when i say this intense and wonderfully casted  scripted and executed film rates the best  i am not understating it  all three actors could save almost any script  together this is a movie to be seen from frame one to credits  i am not into terrorism or movies about it but i got hooked  avo again to aidan quinn who for once plays a heavy that could hold up to any actor including gary oldman  that s a compliment  rent it and get lots of popcorn  oh did i mention the sex   it works better than  last  its educational  ,popular spoofs like airplane,0.0757894217967987,1,1.0,0.0,0.0,0.3336,0.17229998111724856,-0.0757894217967987,wide white ready grin,0.08121311664581299,1,1.0,1.0,0.0,0.7646,0.9889273643493652,-0.08121311664581299,0,0
11,5803,another of those flimsy stories coupled with most forgettable musical numbers  powell and  as battling publicists are quite forgettable  however  there are two shining moments  hubert castle is the most incredible tightrope walker you will ever see  his  drunken walk  on the wire has to be the most spectacular piece of balancing ever recorded on film  he has to be seen to be believed  the other is sophie tucker doing a turn near the end of the film  her magnetism  her professionalism  her sheer talent at being herself  well  charisma is not learned  you have it or you do   a great lesson for all would  be cabaret artists  a sad note   fields in his last film cameo is completely forgettable  <pad> ,glitzy hollywood plastic fantastic,0.08746615052223206,1,1.0,0.0,1.0,0.3384,0.5907017588615417,0.08746615052223206,respectable affluent rich america,0.029607534408569336,1,1.0,1.0,1.0,0.7644,0.9875981211662292,0.029607534408569336,0,0
12,16520,after another raid in an empty village  the chief of the vikings <unk> misunderstands the explanation of his adviser <unk> that  fear gives wings to the dwellers  and believes that fear actually makes the villagers fly  they decide to chase the champion of fear in <unk> to learn how to fly and make them invincible warriors  meanwhile  the nephew of <unk>  <unk>  is sent from <unk> to the <unk> village to become a man and <unk> and <unk> are assigned to train the youngster  the stupid son of <unk>  olaf  listens to a conversation of the coward <unk> with <unk> and <unk> and kidnaps him  while returning to the viking village  <unk> meets abba  the daughter of <unk>  and they fall in love for each other  but the machiavellian and ambitious <unk> plan to marry his son olaf with abba and become powerful  in the end  <unk> realizes that it is not fear that gives wings  it is   when i was a teenager  <unk> was my favorite comic book and i read all the <unk> and <unk> stories  this feature film shows all the original elements and humor of the comics in a delicious and wonderful animation  the romance of <unk> and the gorgeous abba is delightful and the situations <unk> and <unk> get involved are hilarious  my vote is   title  azil    <unk> e os vikings    <unk> and the vikings   ,best tv shows ever,0.07879754900932312,2,1.0,0.0,0.0,0.3389,0.020401671528816227,-0.07879754900932312,respectable affluent rich america,0.0438300371170044,1,1.0,1.0,0.0,0.8491,0.9932768940925598,-0.0438300371170044,0,0
13,19032,well  i guess i was in the mood for a movie that really grabbed me from the beginning  this movie was  it  it plodded along at a pretty slow  deliberate pace for the first  minutes  but there was  really anything in it that i was terribly interested in  there  an intriguing and mysterious feud between jean reno  character and an old man  but more of the first  minutes is dominated by the wanderings of the main character  whom i did  know much about and could  really relate to at the time  he wanders around alone for the most part  he does  meet anyone  i imagine the director was trying to depict the loneliness of the human condition in this post  apocalyptic world or something  which is all good  but i still wish he  trimmed it down from  minutes to   because it can get incredibly   but after those  minutes  things start to get very interesting  i guess i wo  really say more than that because i do  want to spoil anything  so if you  seen the first    minutes of this movie and are thinking about turning it off  like i was   just stick with it  it gets a lot   one of the most interesting things i found about this movie was the fact that it had no dialogue whatsoever  which really made me have to think about what was happening  how characters were feeling and what their motivations were  why things were how they were in this post  apocalyptic world  all of which gives the story a lot of room for audience interpretation  and it  amazing how much more satisfying a movie is when the actors are  telling you exactly what  going on  ,pulitzer prize winning play,0.032298147678375244,1,1.0,1.0,0.0,0.9144,0.2432359904050827,-0.032298147678375244,pulitzer prize winning play,0.031508773565292365,1,1.0,0.0,0.0,0.4746,0.9918266534805298,-0.031508773565292365,0,0
14,8368,do  look in the basement is actually a very clever and well thought out exploitation flick that gets a bad rap because of its cheap quality and bad acting  sure  it  not a masterpiece by anyone  standards but it is a very fun little b  film with a lot to offer and even a lot of creepy scenes that will stay in your   as i said  the acting could have been a lot better but that  the case with most exploitation so i ca  really complain  the story is clever and has some great plot twists that will keep you guessing  i thought the gore was a lot of fun too  there  just something great about older gore films because they did  have cgi back then so they had to actually set it all up themselves  see this one for a good time  ,good mann flick thanks,0.12524765729904175,1,1.0,1.0,0.0,0.7054,0.3620749115943909,-0.12524765729904175,harshly lighted sets rob,0.02544465661048889,1,1.0,0.0,0.0,0.0806,0.9819211959838868,-0.02544465661048889,0,1
15,7362,i  like to point out these excellent points in favor of this    angelina jolie sex scene     foley artist outdid themselves     plot was quite thick     dvd does includes trailers and chapter stops     no animals were harmed in the making of the movie     homages to blade runner through out the film     burning trash cans     funny guy with no legs     voice overs by jack palance added a real dynamic element to the film      sage advise  for example  when you dine with the devil ing a long spoon       angelina jolie was only      to sum it up  an evening of entertainment was provided  ,nearly perfect digital copy,0.12919914722442627,1,1.0,1.0,0.0,0.747,0.02078966237604618,-0.12919914722442627,wide white ready grin,0.04060336947441101,1,1.0,0.0,0.0,0.2233,0.9917424917221068,-0.04060336947441101,0,0
16,2681,i saw this movie at the locarno film festival in italian  speaking part of   aishwarya rai is good    i rate this movie  because of its nice      spoilers ahead     it has some really nice cinematic moments in it  specially at the   though my general feeling is this is too long  over  hours and  minutes  and containing too much dialogs  and nearly no dancing at   clearly a bollywood movie like lagaan or devdas is quite a different kind of movie compared with <unk> <unk>  ,anyone could easily enjoy,0.0647047758102417,1,1.0,1.0,0.0,0.6716,0.02832143008708954,-0.0647047758102417,anyone could easily enjoy,0.02850696444511414,1,1.0,0.0,0.0,0.29,0.98365581035614,-0.02850696444511414,0,0
17,19073,let me start by saying overall i enjoyed the long kiss goodnight  i would give it a   the good    acting  samuel l jackson is entertaining in almost any role  in this movie he does  play his usual character  the type that is in control  instead geena davis is in control and sam is along for the ride  his timing on his lines are great and he is the high point of the movie  geena davis also gives a great <unk> as samantha caine  charlie baltimore  she is a believable action hero and i do  think too many other actresses could pull off the <unk> geena does    the action  this is a very action packed movie  things are pretty much always crashing or blowing up or someone is chasing someone else  the special effects are pretty good especially for being almost  years old  i can see some green screen stuff but it does  detract too much from the   the bad    why did it take half of the movie to set up the plot  this film needed to be edited in the script stage so that it did  run as long as it did  maybe a drama or something can run this long but people really need to be into the movie the entire time to sustain it  i think that if you can stick out the first half you will be <unk> <unk> the second half    geena davis is cold weather and a tank top but she never seems cold    some things are unrealistic  sam jackson flies through a giant sign after he is blasted out of a room and then he lands in a tree and just gets up  when you see this part you will think it  a gag  overall fun movie  ,thank god abc picked,0.1104656532406807,1,1.0,0.0,0.0,0.3641,0.03021701239049435,-0.1104656532406807,prestigious hollywood award nomination,0.06202250719070435,1,1.0,1.0,0.0,0.8137,0.9815937876701356,-0.06202250719070435,0,0
18,6306,incredibly hilarious   italian <unk> with lots of non  consensual   lesbian sex  gratuitous racial cruelty etc  few redeeming cinematic qualities  except for the fairly cool theme music with <unk>  african  drums and flute  illiant sample dialog     white slave owner  to white plantation manager    you  so dumb  i  bet you forgot to interrogate that    white plantation manager   not only did i interrogate her  i did it so well she died before i could get any answers from   all the black actors have   <unk>  and say  yes  <unk>  in a high  pitched voice  the female lead has sex with everybody on the plantation   stars for fans of tasteless sleaze  ,best major studio films,0.29075887799263,1,1.0,0.0,0.0,0.6278,0.01832532323896885,-0.29075887799263,best major studio films,0.07068634033203125,1,1.0,1.0,0.0,0.9559,0.9942120909690856,-0.07068634033203125,0,0
19,11546,it is more a subtle story of the fact that in indian household how most decisions are taken by the man  how no attention is paid to the desires of the lady  for example how even when the husband and wife sleep together it would be a test for the husband whether he can control his desires  not to give the woman pleasure  and in such a type of scenario  women invariably have two choices  either to accept all this and take it into their own life  which is usually the case or not accept this and try to mould things to satisfy themselves  which makes a   fire is a illiantly directed story of the second option  which women choose for themselves  no sacrifice  not to serve anybody else  rather a decision for their own good  somehow the whole idea of justifying lesbianism did  find an acceptance in the indian audience but if one looks the whole movie from an angle of self  expression  then the whole debate does  even arise  ,pleasantly surprised upon rediscovering,0.08157658576965332,1,1.0,1.0,0.0,0.8055,0.345104843378067,-0.08157658576965332,young hero comes back,0.06230047345161437,1,1.0,0.0,0.0,0.3292,0.9714938998222352,-0.06230047345161437,0,0
20,15468,the story in this movie is fairly implausible b grade stuff  but the script called for a creepy guy to play the lead  and in   that meant peter lorre  and peter is at his creepiest in this one as island owner stephen <unk>  who gets prisoners paroled to his custody to work at his island diamond mine  upon arrival the <unk> discover that they are slave mine workers that can be beaten or killed at the whim of   only two things seem to have it worse off than the slaves  <unk>  wife  and monkeys  monkeys tick him off so much that his violence towards them probably leads to the only meat the slaves   lorre is perfect in his role here  and creeps up the screen in industrial  strength fashion  although the script is not casablanca caliber  the editing is very tight and there are no wasted scenes  this is a very watchable story  but i  not sure what niche this movie filled  too long for a short subject  and too short for a feature length film  i  not sure how this was marketed to   i just caught this for the first time on a late night  early morning tcm showing  lorre fans will not want to miss this one if they have  seen it  ,loved long way round,0.03916001319885254,2,1.0,1.0,0.0,0.9568,0.9346259236335754,-0.03916001319885254,loved long way round,0.32423555850982666,2,1.0,0.0,0.0,0.8177,0.995047092437744,-0.32423555850982666,0,0
21,4274,i loved this show  i used to actually leave the pub ten minutes before closing and run down the road to catch it  i remember daniel peacock  sketch about gandhi in the <unk> as a masterpiece  the set design and lighting were out of this world  creating an atmosphere that you felt you were actually living in  v unusual for a   unfortunately i have only encountered one other person  apart from the other reviewer here  who ever knew that this programme existed  in fact i have to thank the imdb for coming into existence and proving to me that i had  in fact imagined the whole series in a drunken haze  which i was seriously starting to believe  ,love lucy reruns instead,0.039496779441833496,1,1.0,1.0,0.0,0.9278,0.023642098531126976,-0.039496779441833496,wide white ready grin,0.052153989672660835,1,1.0,0.0,0.0,0.2252,0.980643391609192,-0.052153989672660835,0,0
22,4774,i  afraid i did not like this adaptation  when i started watching it i had a strange feeling of watching some  tv series  due to the filter and the musical score  i did not like the end scene  mr <unk> appears dressed only in his <unk>  jane austen would never have a gentleman ride out without a frock coat  looks like the producers made a modern misinterpretation of a romantic girl  dream  i appreciate the more modern ja adaptations much more  that show an eye for these details  that makes the bbc series so worthwhile  sorry  looking forward to the  adaptation  i hope that will be better and will show the benefits of  years of jane austen adaptations  ,bad rock music blares,0.1760995090007782,1,1.0,0.0,1.0,0.0797,0.010380370542407036,0.1760995090007782,bad rock music blares,0.4266235232353209,1,1.0,1.0,1.0,0.1894,0.9876991510391236,0.4266235232353209,1,1
23,12864,well  i have to say  this movie was probably the funniest movie i have seen all year  and i do  exactly mean that in a good way  this is probably the most pathetic movie i have seen in a while  and yet that  what makes it so hilarious  you can tell these people are really trying to act  unfortunately for them they are  doing such a good job  making it so even lines delivered in what is supposed to be a serious tone come out sounding really funny  aaron carter is essentially playing a character quite similar to himself in real life  and still he manages to make the character seem corny and not at all realistic  this movie is one of those movies where everything that is supposed to sound serious comes out really funny and all the things that are supposed to be funny are just so stupid and corny that you have to laugh because you know how hard they are trying  this movie is so bad  it  actually good  i would definitely recommend it if your in the mood for a good laugh  ,surprisingly effective gretchen moll,0.04429811239242554,1,1.0,1.0,0.0,0.9529,0.7179980278015137,-0.04429811239242554,surprisingly effective gretchen moll,0.35145679116249084,1,1.0,0.0,0.0,0.6544,0.9871127009391784,-0.35145679116249084,0,0
24,19133,the film someone had to   waco  the rules of engagement <unk> the evidence behind the standoff in waco  texas that led to the destruction of the anch <unk> homestead and the alleged government cover    the first thing you need to know about this film  you will see ief but disturbing photos of the victims bodies  this is not done for shock value  but to illustrate points about the way they died  as if you were present at the coroner    the second thing you should know about this film  at two and a quarter hours  it  pretty ponderous  especially if you already followed the events closely at the time  if you are unaware of any of the events other than what was reported in the mass media  or if the only side of the story you are familiar with is the official government report  this may be essential viewing  if  on the other hand you want a more concise  albeit unapologetically one sided  version of events  you should see  waco  the big   in summary  this is pretty much the definitive documentary about this tragic event  and is very sobering  but as a work of film  making  could test your patience  especially if you have a short attention span  and it  at times superfluous for those who watched the cspan hearings and the  minutes   perhaps someday someone will make a documentary that covers some of the stranger aspects of this story  such as the bizarre chain of events that led up to the <unk> raid or the psychological warfare tactics the fbi used blasting rock music at the sect  and their charismatic leaders  all rock musicians themselves  picking up their instruments and turning their massive <unk> outward to blast their own music right back at them  ,weakest vehicle day found,0.04317325353622437,1,1.0,0.0,0.0,0.1408,0.029524128884077083,-0.04317325353622437,depression following almost ruined,0.06489294767379761,1,1.0,1.0,0.0,0.9175,0.9794312119483948,-0.06489294767379761,1,1
25,3059,if you are looking for a phony hollywood action movie  this wo  be one for you  if the truth is what you seek  rent or buy this  from a true story  the movie attempts to capture the heart of what was  is happening in south africa  and many other   for historical knowledge  this rates up there with stories such as  the pianist    schindler  list  or  nuremberg   millions of people today have no clue what apartheid is or that it even exists  this movie may help them learn  and may even help them dig deeper  ,lost valuable precious moments,0.08348673582077026,1,1.0,0.0,0.0,0.5705,0.042818933725357056,-0.08348673582077026,lost valuable precious moments,0.061227619647979736,1,1.0,1.0,0.0,0.8638,0.9829856753349304,-0.061227619647979736,0,0
26,1365,a widely unknown strange little western with mindblowing colours  probably the same material as it was used in  johnny guitar   i guess  <unk>  or something  which makes blood drips look like shining <unk>   nearly surrealistic scenes with twisted action and characters  something different  far from being a masterpiece  but there should be paid more attention to this little gem in western encyclopedias  ,anger towards mainly neal,0.04386615753173828,1,1.0,1.0,0.0,0.946,0.0076981340534985065,-0.04386615753173828,anger towards mainly neal,0.22389134764671328,1,1.0,0.0,0.0,0.4865,0.966903030872345,-0.22389134764671328,1,1
27,6097,hysterically painful  perhaps the kind of movie chekhov would have made had he made movies  what  really funny is that the two cousins have so very much in common  many descriptions of their relationship on this site are dead   what  really funny and uncomfortable about these characters is that they just ca  ing themselves to talk to each other  or anyone else  it  horrible  if you  ever been too shy  worried  self  involved  or just plain scared to talk to someone  and who has    you  definitely see yourself in this film  and it wo  be   it holds a mirror up to the audience and says   if you do  like what you see  change it   ,definitely worth seeing despite,0.029178142547607425,1,1.0,1.0,0.0,0.9581,0.08845654875040054,-0.029178142547607425,definitely worth seeing despite,0.16198033094406128,1,1.0,0.0,0.0,0.5131,0.986522614955902,-0.16198033094406128,0,0
28,11012,i think that this film is one of the funniest films i have ever seen  i think debbie reynolds is hilarious and the chemistry between her and glenn ford is perfect  there is not a dull moment in the film and debbie looks beautiful as always     the story is about a showgirl  reynolds  who meets a penniless soldier joe  glenn ford   she takes an instant dislike to him but after he accidentally tears her dress  he returns it to her on the condition that she goes on one date with him  they end up getting married the night they have their date after just one kiss  joe and maggie move to spain and find they have nothing in common but physical attraction  so maggie proposes that for one month they live but not as man and wife which means that joe is not allowed to kiss or sleep with maggie  much to joe  frustration  a hilarious plot and a wonderful film  not to be missed  ,year old horribly ashamed,0.0985918641090393,1,1.0,1.0,0.0,0.7481,0.03465864434838295,-0.0985918641090393,respectable affluent rich america,0.027785733342170715,1,1.0,0.0,0.0,0.1023,0.9486033916473388,-0.027785733342170715,1,0
